"","subject","block","trial","rt","card1","card2","ch_card","unch_card","key1","key2","response_key","ch_key","unch_key","reward","reward_oneback","prob_ch","prob_unch","stay_card","stay_key","stay_unch","reoffer_ch_card","reoffer_unch_card","reoffer_ch_key","reoffer_unch_key","accuracy","delta_exp_value","number_inattention","instructions_mistakes","bonus","card_in_left","card_in_middle_left","card_in_middle_right","card_in_right","counterbalance_reward","counterbalance_stimuli","prob_reward_1","prob_reward_2","prob_reward_3","prob_reward_4"
"16",1,"1",16,624,"red","cyan","cyan","red","middle_right","middle_left","f","middle_left","middle_right","1","1",0.601,0.792,1,1,0,1,1,1,1,0,0.191,0,0,0.005,"null","cyan","red","null",1,2,0.706,0.601,0.792,0.271
"17",1,"1",17,847,"red","cyan","cyan","red","middle_right","middle_left","f","middle_left","middle_right","0","1",0.615,0.797,1,1,0,1,1,1,1,0,0.182,0,0,0,"null","cyan","red","null",1,2,0.697,0.615,0.797,0.288
"18",1,"1",18,1299,"red","cyan","cyan","red","middle_right","right","k","right","middle_right","0","0",0.277,0.791,1,0,0,1,1,0,1,0,0.514,0,0,0,"null","null","red","cyan",1,2,0.712,0.623,0.791,0.277
"19",1,"1",19,575,"red","cyan","cyan","red","right","middle_right","h","middle_right","right","1","0",0.787,0.286,1,0,1,1,1,1,1,1,0.501,0,0,0.005,"null","null","cyan","red",1,2,0.73,0.589,0.787,0.286
"20",1,"1",20,609,"red","cyan","red","cyan","middle_right","right","h","middle_right","right","1","1",0.774,0.312,0,1,0,1,1,1,1,1,0.462,0,0,0.005,"null","null","red","cyan",1,2,0.745,0.612,0.774,0.312
"21",1,"1",21,615,"red","cyan","cyan","red","right","left","s","left","right","0","1",0.734,0.312,0,0,0,1,1,0,1,1,0.422,0,0,0,"cyan","null","null","red",1,2,0.734,0.59,0.799,0.312
"22",1,"1",22,498,"red","cyan","red","cyan","middle_left","right","f","middle_left","right","0","0",0.588,0.357,0,0,0,1,1,0,1,1,0.231,0,0,0,"null","red","null","cyan",1,2,0.73,0.588,0.769,0.357
"23",1,"1",23,1183,"red","cyan","red","cyan","left","right","s","left","right","0","0",0.733,0.362,1,0,0,1,1,0,1,1,0.371,0,0,0,"red","null","null","cyan",1,2,0.733,0.591,0.777,0.362
"24",1,"1",24,486,"red","cyan","cyan","red","left","middle_right","h","middle_right","left","1","0",0.739,0.719,0,0,0,1,1,1,0,1,0.02,0,0,0.005,"red","null","cyan","null",1,2,0.719,0.622,0.739,0.358
"25",1,"1",25,519,"red","cyan","cyan","red","left","right","k","right","left","0","1",0.32,0.698,1,0,0,1,1,0,1,0,0.378,0,0,0,"red","null","null","cyan",1,2,0.698,0.609,0.77,0.32
"26",1,"1",26,614,"red","cyan","red","cyan","left","right","s","left","right","1","0",0.695,0.322,0,0,1,1,1,1,1,1,0.373,0,0,0.005,"red","null","null","cyan",1,2,0.695,0.632,0.797,0.322
"27",1,"1",27,419,"red","cyan","cyan","red","left","middle_right","h","middle_right","left","1","1",0.828,0.721,0,0,0,1,1,1,0,1,0.107,0,0,0.005,"red","null","cyan","null",1,2,0.721,0.623,0.828,0.301
"28",1,"1",28,541,"red","cyan","cyan","red","middle_left","left","s","left","middle_left","1","1",0.687,0.576,1,0,1,1,1,0,1,1,0.111,0,0,0.005,"cyan","red","null","null",1,2,0.687,0.576,0.85,0.275
"29",1,"1",29,729,"red","cyan","red","cyan","left","right","s","left","right","1","1",0.668,0.269,0,1,0,1,1,1,0,1,0.399,0,0,0.005,"red","null","null","cyan",1,2,0.668,0.585,0.85,0.269
"30",1,"1",30,436,"red","cyan","cyan","red","right","left","s","left","right","1","1",0.707,0.274,0,1,0,1,1,1,1,1,0.433,0,0,0.005,"cyan","null","null","red",1,2,0.707,0.559,0.85,0.274
"31",1,"1",31,385,"red","cyan","red","cyan","middle_right","left","h","middle_right","left","1","1",0.85,0.664,0,0,0,1,1,1,0,1,0.186,0,0,0.005,"cyan","null","red","null",1,2,0.664,0.556,0.85,0.279
"32",1,"1",32,408,"red","cyan","cyan","red","right","middle_right","h","middle_right","right","0","1",0.85,0.294,0,1,0,1,1,1,0,1,0.556,0,0,0,"null","null","cyan","red",1,2,0.644,0.544,0.85,0.294
"33",1,"1",33,727,"red","cyan","red","cyan","middle_right","right","h","middle_right","right","0","0",0.85,0.34,0,1,0,1,1,1,1,1,0.51,0,0,0,"null","null","red","cyan",1,2,0.633,0.549,0.85,0.34
"34",1,"1",34,693,"red","cyan","red","cyan","right","left","k","right","left","0","0",0.328,0.621,1,0,1,1,1,0,1,0,0.293,0,0,0,"cyan","null","null","red",1,2,0.621,0.575,0.831,0.328
"35",1,"1",35,727,"red","cyan","cyan","red","middle_right","right","k","right","middle_right","0","0",0.356,0.803,0,1,0,1,1,1,0,0,0.447,0,0,0,"null","null","red","cyan",1,2,0.614,0.565,0.803,0.356
"36",1,"1",36,479,"red","cyan","cyan","red","right","middle_left","f","middle_left","right","1","0",0.55,0.359,1,0,0,1,1,1,0,1,0.191,0,0,0.005,"null","cyan","null","red",1,2,0.623,0.55,0.778,0.359
"37",1,"1",37,938,"red","cyan","cyan","red","right","middle_right","h","middle_right","right","1","1",0.774,0.335,1,0,0,1,1,0,1,1,0.439,0,0,0.005,"null","null","cyan","red",1,2,0.609,0.572,0.774,0.335
"38",1,"1",38,470,"red","cyan","cyan","red","middle_right","middle_left","f","middle_left","middle_right","1","1",0.547,0.791,1,0,0,1,1,1,0,0,0.244,0,0,0.005,"null","cyan","red","null",1,2,0.611,0.547,0.791,0.333
"39",1,"1",39,493,"red","cyan","red","cyan","middle_left","right","f","middle_left","right","1","1",0.536,0.333,0,1,0,1,1,1,0,1,0.203,0,0,0.005,"null","red","null","cyan",1,2,0.609,0.536,0.833,0.333
"40",1,"1",40,612,"red","cyan","red","cyan","left","right","s","left","right","1","1",0.594,0.357,1,0,0,1,1,0,1,1,0.237,0,0,0.005,"red","null","null","cyan",1,2,0.594,0.508,0.846,0.357
"41",1,"1",41,568,"red","cyan","cyan","red","left","middle_left","f","middle_left","left","0","1",0.53,0.611,0,0,0,1,1,1,0,0,0.081,0,0,0,"red","cyan","null","null",1,2,0.611,0.53,0.83,0.344
"42",1,"1",42,403,"red","cyan","cyan","red","middle_right","left","s","left","middle_right","1","0",0.639,0.85,1,0,1,1,1,0,1,0,0.211,0,0,0.005,"cyan","null","red","null",1,2,0.639,0.555,0.85,0.387
"43",1,"1",43,680,"red","cyan","red","cyan","left","middle_right","s","left","middle_right","1","1",0.626,0.834,0,1,0,1,1,1,1,0,0.208,0,0,0.005,"red","null","cyan","null",1,2,0.626,0.526,0.834,0.371
"44",1,"1",44,626,"red","cyan","cyan","red","middle_left","middle_right","h","middle_right","middle_left","1","1",0.82,0.523,0,0,1,1,1,0,1,1,0.297,0,0,0.005,"null","red","cyan","null",1,2,0.625,0.523,0.82,0.39
"45",1,"1",45,471,"red","cyan","red","cyan","left","middle_left","s","left","middle_left","0","1",0.607,0.503,0,0,0,1,1,0,1,1,0.104,0,0,0,"red","cyan","null","null",1,2,0.607,0.503,0.827,0.379
"46",1,"1",46,726,"red","cyan","cyan","red","right","middle_left","f","middle_left","right","1","0",0.499,0.375,0,0,1,1,1,0,1,1,0.124,0,0,0.005,"null","cyan","null","red",1,2,0.604,0.499,0.822,0.375
"47",1,"1",47,450,"red","cyan","red","cyan","middle_right","right","h","middle_right","right","1","1",0.808,0.422,0,0,0,1,1,0,1,1,0.386,0,0,0.005,"null","null","red","cyan",1,2,0.613,0.533,0.808,0.422
"48",1,"1",48,1024,"red","cyan","red","cyan","right","left","k","right","left","0","1",0.422,0.629,1,0,1,1,1,0,1,0,0.207,0,0,0,"cyan","null","null","red",1,2,0.629,0.543,0.792,0.422
"49",1,"1",49,629,"red","cyan","red","cyan","middle_left","right","f","middle_left","right","0","0",0.513,0.416,1,0,0,1,1,1,0,1,0.097,0,0,0,"null","red","null","cyan",1,2,0.598,0.513,0.769,0.416
"50",1,"1",50,588,"red","cyan","cyan","red","middle_left","left","s","left","middle_left","1","0",0.621,0.514,0,0,0,1,1,1,0,1,0.107,0,0,0.005,"cyan","red","null","null",1,2,0.621,0.514,0.758,0.427
"51",1,"2",51,796,"red","cyan","cyan","red","middle_right","middle_left","f","middle_left","middle_right","1","1",0.506,0.766,1,0,1,1,1,0,1,0,0.26,0,0,0.005,"null","cyan","red","null",1,2,0.631,0.506,0.766,0.428
"52",1,"2",52,491,"red","cyan","red","cyan","middle_left","middle_right","f","middle_left","middle_right","1","1",0.489,0.758,0,1,0,1,1,1,1,0,0.269,0,0,0.005,"null","red","cyan","null",1,2,0.627,0.489,0.758,0.441
"53",1,"2",53,517,"red","cyan","cyan","red","right","middle_right","h","middle_right","right","1","1",0.758,0.45,0,0,1,1,1,0,1,1,0.308,0,0,0.005,"null","null","cyan","red",1,2,0.604,0.465,0.758,0.45
"54",1,"2",54,411,"red","cyan","cyan","red","right","middle_left","f","middle_left","right","0","1",0.467,0.493,1,0,0,1,1,0,1,0,0.026,0,0,0,"null","cyan","null","red",1,2,0.628,0.467,0.774,0.493
"55",1,"2",55,1009,"red","cyan","red","cyan","right","middle_left","k","right","middle_left","0","0",0.516,0.467,0,0,1,1,1,1,1,1,0.049,0,0,0,"null","cyan","null","red",1,2,0.633,0.467,0.776,0.516
"56",1,"2",56,905,"red","cyan","cyan","red","left","middle_left","f","middle_left","left","1","0",0.467,0.614,0,0,1,1,1,0,1,0,0.147,0,0,0.005,"red","cyan","null","null",1,2,0.614,0.467,0.774,0.467
"57",1,"2",57,650,"red","cyan","cyan","red","right","left","s","left","right","0","1",0.632,0.491,1,0,1,1,1,0,1,1,0.141,0,0,0,"cyan","null","null","red",1,2,0.632,0.454,0.773,0.491
"58",1,"2",58,593,"red","cyan","red","cyan","middle_left","middle_right","f","middle_left","middle_right","0","0",0.431,0.779,0,0,0,1,1,0,0,0,0.348,0,0,0,"null","red","cyan","null",1,2,0.642,0.431,0.779,0.501
"59",1,"2",59,1031,"red","cyan","cyan","red","right","left","s","left","right","1","0",0.665,0.52,0,0,0,1,1,0,0,1,0.145,0,0,0.005,"cyan","null","null","red",1,2,0.665,0.409,0.78,0.52
"60",1,"2",60,459,"red","cyan","red","cyan","middle_right","left","h","middle_right","left","1","1",0.814,0.676,0,0,0,1,1,1,0,1,0.138,0,0,0.005,"cyan","null","red","null",1,2,0.676,0.405,0.814,0.531
"61",1,"2",61,345,"red","cyan","red","cyan","middle_right","left","h","middle_right","left","1","1",0.819,0.713,1,1,0,1,1,1,1,1,0.106,0,0,0.005,"cyan","null","red","null",1,2,0.713,0.408,0.819,0.535
"62",1,"2",62,397,"red","cyan","cyan","red","right","middle_right","h","middle_right","right","1","1",0.801,0.515,0,1,0,1,1,1,0,1,0.286,0,0,0.005,"null","null","cyan","red",1,2,0.668,0.4,0.801,0.515
